Datum,Glob_sevanje_mean,Hitrost_vetra_mean,Sunki_vetra_max,Padavine_sum,Vlaga_mean,Temperatura_Krvavec_mean,Temperatura_lokacija_mean,PM10,PM_vceraj,sinD,cosD
2016-06-19,67,0.6875,2.7,2.1,82.325,7.85,13.5125,11.8,14,0.156434465040231,-0.987688340595138
2016-06-20,36.5,1.0125,5,7.6,90.3,6.6,14.5625,11.3,11.8,0.139173100960066,-0.99026806874157
2016-06-21,61,0.5625,2,0,91.5625,8.7875,15.1625,14.5,11.3,0.121869343405148,-0.992546151641322
2016-06-22,89.875,0.325,1.6,0,84.9125,11.625,17.15,25.1,14.5,0.104528463267654,-0.994521895368273
2016-06-23,62.75,0.875,2.5,0,80.9,13.4875,19.9875,30.3,25.1,0.087155742747659,-0.996194698091746
2016-06-24,103,0.65,2.7,0,82.2,14.725,22.1875,39,30.3,0.069756473744126,-0.997564050259824
2016-06-25,98.275,0.5125,2.3,0,82.7125,15.775,22.8625,34.4,39,0.052335956242944,-0.998629534754574
2016-06-26,111.7,0.8375,3.3,0,88.2375,13.8875,18.575,15.5,34.4,0.034899496702501,-0.999390827019096
2016-06-27,29.25,0.875,3.2,0,77.725,11.6875,20.4875,10.4,15.5,0.017452406437283,-0.999847695156391
2016-06-28,65.375,0.7625,2.4,0,91.9875,8.375,14.475,13.7,10.4,1.22464679914735E-16,-1
2016-06-29,128.75,0.45,2,0,80.575,10.4625,17.175,17.7,13.7,-0.017452406437283,-0.999847695156391
2016-06-30,127.875,0.55,2.3,0,76.175,13.75,18.25,18.9,17.7,-0.034899496702501,-0.999390827019096
2016-07-01,101.875,0.75,3.5,0,73.525,13.2375,19.775,21.2,18.9,-0.052335956242944,-0.998629534754574
2016-07-02,121.625,0.55,2.5,0,83.2375,12.725,20.2625,22.5,21.2,-0.069756473744125,-0.997564050259824
2016-07-03,9.7,1.0625,6,34,85.475,11.325,19.8,10.1,22.5,-0.087155742747658,-0.996194698091746
2016-07-04,125.5,1.3,3.8,0,87.525,7.7875,15.9625,10.8,10.1,-0.104528463267653,-0.994521895368273
2016-07-05,128.375,0.525,3.2,0,82.3375,12.575,16.4,16,10.8,-0.121869343405148,-0.992546151641322
2016-07-06,48.25,0.8125,3.4,0.3,81.7125,12.9375,18.275,11.6,16,-0.139173100960066,-0.99026806874157
2016-07-07,91.25,0.9875,5.5,0,76.5875,8.975,18.525,13.2,11.6,-0.156434465040231,-0.987688340595138
2016-07-08,119,0.7,2.3,0,77.7125,11.575,17.875,19.9,13.2,-0.17364817766693,-0.984807753012208
2016-07-09,63.5,0.6875,2,0,77.4875,14.9625,19.9875,21.5,19.9,-0.190808995376545,-0.981627183447664
2016-07-10,118.625,0.5125,2.4,0,79.875,14.65,20.75,21.7,21.5,-0.207911690817759,-0.978147600733806
2016-07-11,114.875,0.4875,2.1,0,81.75,15.625,21.3625,20.7,21.7,-0.224951054343865,-0.974370064785235
2016-07-12,106,0.5875,2.2,0,74.0875,15.5375,21.575,28.3,20.7,-0.241921895599668,-0.970295726275996
2016-07-13,105.675,0.775,3.4,3.3,76.2875,13.9375,21.725,22.4,28.3,-0.25881904510252,-0.965925826289068
2016-07-14,87.4,1.65,7.2,4.7,80,7.325,16.9,5.6,22.4,-0.275637355816999,-0.961261695938319
2016-07-15,44.875,0.95,5.7,0,65.3875,5.3,15.6,7.3,5.6,-0.292371704722736,-0.956304755963036
2016-07-16,41.125,0.8625,2.7,0,59.9375,5.025,14.7875,11.8,7.3,-0.309016994374948,-0.951056516295154
2016-07-17,59.125,0.6875,3,0,81.5875,8.0375,14.575,11.2,11.8,-0.325568154457157,-0.945518575599317
2016-07-18,112.2,0.6,2.8,0,83.1,12.225,16.625,14.4,11.2,-0.342020143325669,-0.939692620785908
2016-07-19,112.375,0.55,2,0,88.475,12.5375,16.7125,14.3,14.4,-0.3583679495453,-0.933580426497202
2016-07-20,113.875,0.5375,1.9,0,82.5625,12.9875,19.6875,18,14.3,-0.374606593415912,-0.927183854566787
2016-07-21,105.5,0.5875,2.3,0,83.5125,13.7,19.7,18.3,18,-0.390731128489274,-0.92050485345244
2016-07-22,98.5,0.85,3.4,0,68.55,14.5375,22.45,24.6,18.3,-0.4067366430758,-0.913545457642601
2016-07-23,80.75,0.6625,2.6,0,88.4875,14.725,20.15,22.9,24.6,-0.422618261740699,-0.90630778703665
2016-07-24,100.25,0.775,5,0,77.3625,15.8375,21.0375,26.5,22.9,-0.438371146789077,-0.898794046299167
2016-07-25,86.75,1.2875,3.9,0,71.7625,14.6875,22.25,16.6,26.5,-0.453990499739546,-0.891006524188368
2016-07-26,89.625,0.6375,2.2,0,84.1875,14.2,19.8625,18.3,16.6,-0.469471562785891,-0.882947592858927
2016-07-27,83.75,0.6125,3.8,0,78.9125,14.125,20.8375,14.4,18.3,-0.484809620246337,-0.874619707139396
2016-07-28,59.125,0.7,2.5,3.4,89.5375,13.025,18.9,12.4,14.4,-0.5,-0.866025403784439
2016-07-29,49.625,0.475,2.4,0,91.6125,12.7875,18.3125,13.3,12.4,-0.515038074910054,-0.857167300702112
2016-07-30,100.875,0.5375,1.7,0,84.1875,14.325,19.55,15.4,13.3,-0.529919264233205,-0.848048096156426
2016-07-31,95.125,1,4.2,0,74.3875,14.875,21.45,16.8,15.4,-0.544639035015027,-0.838670567945424
2016-08-03,75.125,0.4625,2.1,0,82.275,12.4625,16.9125,17.7,NA,-0.587785252292473,-0.809016994374948
2016-08-04,93.5,0.475,2,0,81.7125,14.725,18.7,17.3,17.7,-0.601815023152048,-0.798635510047293
2016-08-05,79.6,0.475,1.9,2.4,83.1,13.525,19.6625,18.6,17.3,-0.615661475325658,-0.788010753606722
2016-08-06,28.1,1.0625,5.1,0.2,88.25,8.7375,16.1,6.3,18.6,-0.629320391049838,-0.777145961456971
2016-08-07,85.75,0.5,2,0,74.1625,10.0125,15.8125,12.4,6.3,-0.642787609686539,-0.766044443118978
2016-08-08,99.325,0.775,2.3,0,78.9125,9.6,15.525,16.2,12.4,-0.656059028990507,-0.754709580222772
2016-08-09,95.2875,0.5875,2.1,0,81.6125,14,16.2125,16.5,16.2,-0.669130606358858,-0.743144825477394
2016-08-10,10,1.4375,7.5,4.4,71.85,8.6625,18.55,5.2,16.5,-0.681998360062498,-0.731353701619171
2016-08-11,20.125,1.0375,2.5,0,92.125,4.0875,12.7,8.3,5.2,-0.694658370458997,-0.719339800338651
2016-08-12,56.625,0.4,2,0,90.4375,4.4625,10.4125,15.2,8.3,-0.707106781186547,-0.707106781186548
2016-08-13,49.375,0.4625,2.2,0,79.9,9.0625,14.1875,14.5,15.2,-0.719339800338651,-0.694658370458998
2016-08-14,89,0.475,2.2,0,86.675,13.65,15.6,13.2,14.5,-0.73135370161917,-0.681998360062499
2016-08-15,89.75,0.7,2.9,0,81.6875,15.75,19.1375,10.7,13.2,-0.743144825477394,-0.669130606358858
2016-08-16,49.375,0.9875,3,0,89.1625,13.0875,17.0875,19.3,10.7,-0.754709580222772,-0.656059028990508
2016-08-17,26.3375,0.8125,2.9,0,84.125,11.9375,19.1,19.3,19.3,-0.766044443118978,-0.642787609686539
2016-08-18,48.5,0.9875,3.1,0,91.75,10.1,15.925,15.5,19.3,-0.777145961456971,-0.629320391049837
2016-08-19,28.6875,0.5875,2.4,0,92.8125,10.55,17.7125,16.5,15.5,-0.788010753606722,-0.615661475325658
2016-08-20,20.5,0.875,2.9,0,91.8125,12.5125,18.05,17,16.5,-0.798635510047293,-0.601815023152048
2016-08-21,28.0125,0.68,5,26.2,87.34,12.4625,20.74,4.7,17,-0.809016994374947,-0.587785252292473
2016-08-23,80.5,0.6125,2.7,0,78.725,9.1875,13.8875,15.5,NA,-0.829037572555041,-0.559192903470747
2016-08-24,79.375,1.075,3.4,0,82.925,11.0875,15.3625,15.8,15.5,-0.838670567945424,-0.544639035015027
2016-08-25,74.625,0.95,3,0,84.825,10.075,16.45,17.8,15.8,-0.848048096156426,-0.529919264233205
2016-08-26,77,0.6375,2.2,0,86.725,10.45,15.625,22.4,17.8,-0.857167300702112,-0.515038074910054
2016-08-27,65.875,0.375,1.5,0,90.1125,13.1375,15.35,31.1,22.4,-0.866025403784438,-0.5
2016-08-28,33.75,0.325,1.5,0,91.8125,16.5125,16.7375,35.1,31.1,-0.874619707139396,-0.484809620246337
2016-08-29,31.0875,0.4375,2,0,92.6875,17.4125,17.8,28.8,35.1,-0.882947592858927,-0.469471562785891
2016-08-30,56.625,0.95,3,0,90.2625,12.525,17.925,14.3,28.8,-0.891006524188368,-0.453990499739547
2016-08-31,66.125,0.3375,2,0,81.275,9.725,17.4375,19.5,14.3,-0.898794046299167,-0.438371146789078
2016-09-01,68.85,0.425,2.2,0,88.45,12,15.05,20,19.5,-0.90630778703665,-0.4226182617407
2016-09-02,29.875,0.5375,2.6,0,91.8,12.7875,17.625,19.2,20,-0.913545457642601,-0.4067366430758
2016-09-03,53.75,0.3125,1.4,0,91.3,12.25,16.8125,23.8,19.2,-0.92050485345244,-0.390731128489274
2016-09-04,30.25,0.2125,1.4,0,89.3,12.7875,17.8375,20.8,23.8,-0.927183854566787,-0.374606593415912
2016-09-05,7.875,0.7,2.7,0.4,90.8625,9.5125,17.6875,7.3,20.8,-0.933580426497202,-0.358367949545301
2016-09-06,28.625,1,3.6,0,87.2125,7.0625,14.8375,9.5,7.3,-0.939692620785908,-0.342020143325669
2016-09-07,37.375,0.9125,3.6,0,75.7875,9.7375,15.5125,21.4,9.5,-0.945518575599317,-0.325568154457157
2016-09-08,50.5,0.475,2.4,0,87.375,9.85,16.25,29.4,21.4,-0.951056516295154,-0.309016994374948
2016-09-09,54.5,0.2375,1.5,0,89.1625,12.475,15.925,29.6,29.4,-0.956304755963035,-0.292371704722737
2016-09-10,51.75,0.275,1.6,0,86.875,12.8875,16.4,29.3,29.6,-0.961261695938319,-0.275637355816999
2016-09-11,36.875,0.4,1.9,0,85.6875,12.8625,17.5,34.8,29.3,-0.965925826289068,-0.258819045102521
2016-09-12,45.75,0.35,1.9,0,87.15,13.275,16.9,38.8,34.8,-0.970295726275996,-0.241921895599668
2016-09-13,49,0.275,1.8,0,90.8125,13.5875,17.0875,35.4,38.8,-0.974370064785235,-0.224951054343865
2016-09-14,49.125,0.3875,2,0,89.825,12.2625,16.2125,34.5,35.4,-0.978147600733806,-0.20791169081776
2016-09-15,35.125,0.325,1.9,0,89.7,11.0125,16.525,33.4,34.5,-0.981627183447664,-0.190808995376545
2016-09-16,8.375,0.4375,2.6,3.3,90.8875,9.9125,16.9,17.6,33.4,-0.984807753012208,-0.17364817766693
2016-09-17,56.125,0.9,3.9,9.4,93.2,8.6625,16.65,6.4,17.6,-0.987688340595138,-0.156434465040231
2016-09-18,15,0.6,2.3,0,91.775,7.5875,14.975,11.4,6.4,-0.99026806874157,-0.139173100960065
2016-09-19,11.375,0.725,2.8,0,91.7,7.2125,14.45,11.2,11.4,-0.992546151641322,-0.121869343405147
2016-09-20,6.25,0.2625,2,0,92.8125,7.25,13.5,13.2,11.2,-0.994521895368273,-0.104528463267653
2016-09-21,14.375,1.3875,3.5,0,84.25,3.225,12.7375,16,13.2,-0.996194698091746,-0.087155742747658
2016-09-22,42,0.2625,1.5,0,90.8625,3.45,7.9375,18,16,-0.997564050259824,-0.069756473744126
2016-09-23,29.5,0.2125,2.4,0,92.0875,4.9125,8.5625,19.3,18,-0.998629534754574,-0.052335956242944
2016-09-24,36.375,0.4,1.9,0,90.6875,6.65,11.675,19.1,19.3,-0.999390827019096,-0.034899496702502
2016-09-25,18.875,0.275,2.1,0,94.2,7.0125,9.5625,17.4,19.1,-0.999847695156391,-0.017452406437284
2016-09-26,16.25,0.175,1.2,0,93.0375,7.2625,9.7375,21.9,17.4,-1,-1.83697019872103E-16
2016-09-27,23.375,0.1875,2,0,89.3875,5.725,11.575,22.7,21.9,-0.999847695156391,0.017452406437283
2016-09-28,41,0.2875,1.4,0,90.3375,6.5375,8.9875,25.7,22.7,-0.999390827019096,0.034899496702501
2016-09-29,21.875,0.3125,1.8,0,93.2,10.5875,10.0625,28.6,25.7,-0.998629534754574,0.052335956242944
2016-09-30,36.5,0.95,6.1,0,85.3125,10.2625,12.9875,26,28.6,-0.997564050259824,0.069756473744125
2016-10-01,38.75,0.65,2.4,0,87.675,7.325,13,21.8,26,-0.996194698091746,0.087155742747658
2016-10-02,9.375,1.1,4.8,6.1,81.8875,7.4875,14.5625,17.7,21.8,-0.994521895368273,0.104528463267653
2016-10-03,12.975,1.525,8,13.6,89.9,3.8375,12.2125,7,17.7,-0.992546151641322,0.121869343405148
2016-10-04,9.125,0.625,2.5,0,96.525,2.55,7.7125,17.2,7,-0.99026806874157,0.139173100960065
2016-10-05,37.5,0.725,3.5,0,88.3125,0.05,6.8125,11.5,17.2,-0.987688340595138,0.156434465040231
2016-10-06,37.25,0.2125,1.7,0,89.225,-1.6875,2.2375,18,11.5,-0.984807753012208,0.17364817766693
2016-10-07,13.625,0.025,1,0,89.625,1.3625,5.225,23.1,18,-0.981627183447664,0.190808995376544
2016-10-08,18.125,0.2875,3.1,0,88.45,-0.975,6.4125,21.1,23.1,-0.978147600733806,0.207911690817759
2016-10-09,11,0,0,0.2,87.3125,-0.6875,8.2125,18.5,21.1,-0.974370064785235,0.224951054343865
2016-10-10,3,0.4,3.2,0.3,82.9375,-1.925,6.975,13.6,18.5,-0.970295726275997,0.241921895599667
2016-10-11,16.25,0.275,2.3,0,94,-2.45,5.1125,13.8,13.6,-0.965925826289068,0.258819045102521
2016-10-12,6.625,0.3,3.1,0,95.4125,-2.95,3.575,24,13.8,-0.961261695938319,0.275637355816999
2016-10-13,11,0.075,1.7,0,95.25,-1.25,2.7625,41.2,24,-0.956304755963035,0.292371704722737
2016-10-14,5.5,0.3375,2.4,2.5,87.2875,3.2375,8.45,34.3,41.2,-0.951056516295154,0.309016994374947
2016-10-15,3.625,1.075,10.2,6.5,92.9625,6.025,10.6875,31.4,34.3,-0.945518575599317,0.325568154457156
2016-10-16,4.625,0.5625,2.2,0,93.0625,7.475,12.3375,28.9,31.4,-0.939692620785909,0.342020143325668
2016-10-17,12.875,0.5875,2.1,0,96.2125,6.275,9.7375,26.2,28.9,-0.933580426497202,0.3583679495453
2016-10-18,3.125,0.35,1.7,0.1,91.325,4.775,12.5,22.5,26.2,-0.927183854566787,0.374606593415912
2016-10-19,6.75,0.7,1.9,2.8,90.525,3.5625,9.375,17.8,22.5,-0.92050485345244,0.390731128489273
2016-10-20,2.75,2.1625,5.7,16.5,92.4875,-0.1375,8.3875,8.6,17.8,-0.913545457642601,0.406736643075801
2016-10-21,5.375,1.3,3.2,9.2,93.3,-0.8625,6.825,13.8,8.6,-0.90630778703665,0.4226182617407
2016-10-22,7.375,0.95,2.9,0,95.1875,-1.4125,4.0625,20,13.8,-0.898794046299167,0.438371146789077
2016-10-23,5.625,0.85,2.6,0,92.3625,-0.125,6.325,29.8,20,-0.891006524188368,0.453990499739547
2016-10-24,3.75,0.6875,2.7,0.7,93.1,5.275,11.1875,29.2,29.8,-0.882947592858927,0.46947156278589
2016-10-25,2.5,1.6875,5.5,1.2,84.4125,7.9,16.3,16.7,29.2,-0.874619707139396,0.484809620246337
2016-10-26,6.35,0.8375,3,1.5,93.85,6.5375,14.8125,12.1,16.7,-0.866025403784439,0.5
2016-10-27,13.375,0.9875,4.4,0,79.9125,2.075,9.85,24,12.1,-0.857167300702112,0.515038074910054
2016-10-28,6.875,0.725,2.2,0,89.525,1.4125,5.9375,34.8,24,-0.848048096156426,0.529919264233205
2016-10-29,6.375,0.475,1.9,0,93.1625,7.7875,4.875,39.8,34.8,-0.838670567945424,0.544639035015027
2016-10-30,10,0.5,2.3,0,95.1625,2.575,3.9625,34,39.8,-0.829037572555042,0.559192903470746
2016-10-31,10.75,0.6625,2.1,0,84.3625,0.05,7.875,31.3,34,-0.819152044288992,0.573576436351046
2016-11-01,3.125,0.5125,1.9,0,95.375,6.85,3.275,35.2,31.3,-0.809016994374948,0.587785252292473
2016-11-02,1.25,0.7,3.7,0,81.825,1.5625,9.775,40,35.2,-0.798635510047293,0.601815023152048
2016-11-03,1.375,1.8,6.7,0.2,85.2375,0.15,8.15,14.9,40,-0.788010753606722,0.615661475325659
2016-11-04,3.875,0.725,2.1,0,97.625,-4.1625,1.1875,32.1,14.9,-0.777145961456971,0.629320391049838
2016-11-05,1.2,0.6875,2.4,0.9,89.2125,0.575,3.9625,37.2,32.1,-0.766044443118978,0.642787609686539
2016-11-06,2.1,2.675,9.9,21.1,85.95,5.4125,13.9375,6.2,37.2,-0.754709580222772,0.656059028990507
2016-11-07,1.4125,2.1875,10.1,13.7,89.0375,-1.725,5.6625,8.9,6.2,-0.743144825477395,0.669130606358858
2016-11-08,0.9875,1.5,4,4.5,90.1625,-3.6125,4.2625,8.5,8.9,-0.731353701619171,0.681998360062498
2016-11-09,1.5,0.8625,2.4,0.2,88.55,-7.3875,3,22.1,8.5,-0.719339800338652,0.694658370458997
2016-11-10,3.5,0.6875,2,0.2,88.05,-4.25,3.1125,22.9,22.1,-0.707106781186548,0.707106781186547
2016-11-11,3.1,0.7375,2.8,0,86.3,-2.7125,3.9125,24.6,22.9,-0.694658370458998,0.719339800338651
2016-11-12,1.375,1.325,4.2,0.7,90.625,-3.9125,3.4125,13.6,24.6,-0.681998360062498,0.731353701619171
2016-11-13,5.625,0.525,2,0,96.4,-5.3125,-0.8,21.7,13.6,-0.669130606358858,0.743144825477394
2016-11-14,3.125,0.9625,3.3,0,61.0125,-7.95,1.7625,18.9,21.7,-0.656059028990507,0.754709580222772
2016-11-15,4,0.625,2,0,85.9,-9.75,-2.1,34.2,18.9,-0.64278760968654,0.766044443118978
2016-11-16,4.375,0.6375,2.3,0,78.4375,3.8875,0.05,39.9,34.2,-0.629320391049838,0.777145961456971
2016-11-17,2,1.3375,5.2,0,67.475,4.0875,6.525,25.8,39.9,-0.615661475325659,0.788010753606722
2016-11-18,0.75,1.0875,5,1.5,78.3,0.6875,10.2625,20.4,25.8,-0.601815023152048,0.798635510047293
2016-11-19,1.25,0.9125,4.4,2.9,95.525,4.4375,10.95,17.4,20.4,-0.587785252292473,0.809016994374947
2016-11-20,4,0.6875,2.2,1.3,97.875,2.4,7.0875,19.2,17.4,-0.573576436351046,0.819152044288992
2016-11-21,0.7375,0.925,3.6,2.4,94.525,3.4875,10.0375,30,19.2,-0.559192903470747,0.829037572555041
2016-11-22,3.375,0.525,1.9,0,97.9875,4.45,9.025,33.1,30,-0.544639035015027,0.838670567945424
2016-11-23,2.625,0.6875,2.2,0,97.725,4.1125,8.95,24.4,33.1,-0.529919264233206,0.848048096156425
2016-11-24,1.75,0.5375,2,0,94.3125,4.2375,10.125,31.7,24.4,-0.515038074910054,0.857167300702112
2016-11-25,2,0.5875,2.6,0,95.4625,4.3875,11.3375,37.7,31.7,-0.5,0.866025403784438
2016-11-26,0.3375,0.8125,2.8,0,90.2125,3.5875,9.6875,47.8,37.7,-0.484809620246337,0.874619707139396
2016-11-27,1.6125,0.35,1.9,0.2,93.5125,2.3375,8.6,37.9,47.8,-0.469471562785891,0.882947592858927
2016-11-28,0.4875,2.4125,7.3,0.9,81.225,-2.5625,5.725,6.5,37.9,-0.453990499739547,0.891006524188368
2016-11-29,2.125,3.3875,9,0,42.7,-11.125,0.325,17.3,6.5,-0.438371146789077,0.898794046299167
2016-11-30,3.25,0.4,1.2,0,82.725,-3.0625,-4.4125,54.4,17.3,-0.4226182617407,0.90630778703665
2016-12-01,1.75,0.5625,2.1,0,84.8125,0.275,-3.25,74.6,54.4,-0.4067366430758,0.913545457642601
2016-12-02,1.875,0.8125,3.5,0,86.25,3.1125,-2.275,58.1,74.6,-0.390731128489275,0.92050485345244
2016-12-03,1,0.6,1.7,0,88.05,-5.7,-0.35,42.5,58.1,-0.374606593415912,0.927183854566787
2016-12-04,2.125,0.6375,2,0,91.425,-4.325,-2.6375,47.2,42.5,-0.358367949545301,0.933580426497202
2016-12-05,1.25,0.4375,1.3,0,74.4375,-2.2375,1.0875,65.4,47.2,-0.342020143325669,0.939692620785908
2016-12-06,1.5,0.4125,1.4,0,91.6875,0.8125,-3.6125,85,65.4,-0.325568154457158,0.945518575599317
2016-12-07,1.5,0.7875,2.4,0,89.7,-0.0875,-1.4,69.3,85,-0.309016994374948,0.951056516295154
2016-12-08,0.5,0.4,1.4,0,95.8625,4.5125,-3.45,94.5,69.3,-0.292371704722736,0.956304755963036
2016-12-09,1.375,0.8375,3.3,0,91.3875,8.175,-3.45,83.3,94.5,-0.275637355817,0.961261695938319
2016-12-10,1.875,0.3625,1.4,0,90.675,6.9875,-3.2625,74.2,83.3,-0.258819045102521,0.965925826289068
2016-12-11,1.375,0.5375,2.3,0,91.2625,8.275,-3.1375,47.5,74.2,-0.241921895599668,0.970295726275996
2016-12-12,0.625,0.4875,1.7,0,93.4125,-0.6625,0.2875,43.3,47.5,-0.224951054343865,0.974370064785235
2016-12-13,0.25,0.6125,2.4,0,95.575,-4.8625,-1.4625,40.7,43.3,-0.20791169081776,0.978147600733806
2016-12-14,0.875,0.45,1.2,0,91.9125,0.8875,-1.8375,52.9,40.7,-0.190808995376545,0.981627183447664
2016-12-15,0.375,0.5875,2.4,0,91.95,-1.5875,-0.9,59.9,52.9,-0.173648177666931,0.984807753012208
2016-12-16,0.375,1.1375,4.3,0,77.625,-6.7375,2.7625,23.8,59.9,-0.156434465040231,0.987688340595138
2016-12-17,1,0.5,2.4,0,88.325,-0.6625,-3.7,47.4,23.8,-0.139173100960066,0.99026806874157
2016-12-18,0.5,0.425,2.2,0,93.1,0.6,-5.25,80.3,47.4,-0.121869343405148,0.992546151641322
2016-12-19,0.25,0.475,1.4,0,88.9375,-4.5375,-2.575,57.4,80.3,-0.104528463267653,0.994521895368273
2016-12-20,0.125,0.975,3.3,0,87.1125,-2.3375,-1.0125,30.5,57.4,-0.087155742747658,0.996194698091746
2016-12-21,0.25,1.6375,3.7,0,88.15,2.25,-3.2,31.7,30.5,-0.069756473744125,0.997564050259824
2016-12-22,0.1125,1.575,3.4,0,86.55,6.5875,-3.7,40.2,31.7,-0.052335956242944,0.998629534754574
2016-12-23,0.25,0.8625,2.9,0,88.6875,4.375,-3.7,62.8,40.2,-0.034899496702501,0.999390827019096
2016-12-24,1,0.475,1.9,0,93.25,2.5,-5.0125,98.6,62.8,-0.017452406437284,0.999847695156391
2016-12-25,0.125,0.55,1.6,0,95.65,1.0625,-3.325,102.5,98.6,-2.44929359829471E-16,1
2016-12-26,0.375,0.6125,2.6,0,96.6,5.875,-3.15,90.2,102.5,0.017452406437283,0.999847695156391
2016-12-27,0.375,0.7125,3.9,0,91.8875,1.0125,-0.55,72.5,90.2,0.0348994967025,0.999390827019096
2016-12-28,1.75,1.7,5.4,0,52.075,-4.175,1.325,16.3,72.5,0.052335956242944,0.998629534754574
2016-12-29,0.5,1.0375,4.9,0,78.65,-5.9875,0.225,25.2,16.3,0.069756473744125,0.997564050259824
2016-12-30,0.375,0.6,1.7,0,89.525,-2.575,-5.6,49.1,25.2,0.087155742747659,0.996194698091745
