Datum,Glob_sevanje_mean,Hitrost_vetra_mean,Sunki_vetra_max,Padavine_sum,Vlaga_mean,Temperatura_Krvavec_mean,Temperatura_lokacija_mean,PM10,PM_vceraj,sinD,cosD
2014-09-19,29.625,0.75,2.7,0,98.175,7.4625,12.75,26.7,31.8,-0.99026806874157,-0.139173100960065
2014-09-20,7.625,1.25,5.7,0.4,90.175,10.0375,17.7625,16.9,26.7,-0.992546151641322,-0.121869343405147
2014-09-21,25,0.4875,3.3,2.3,95.975,9.375,16.6625,15.1,16.9,-0.994521895368273,-0.104528463267653
2014-09-22,16.625,0.8625,4.4,0,94.975,7.7375,16.1625,10.9,15.1,-0.996194698091746,-0.087155742747658
2014-09-23,12.875,1.0875,4.7,0,95.3,1.5625,9.1875,18,10.9,-0.997564050259824,-0.069756473744126
2014-09-24,37.25,0.3125,2.2,0,90.825,2.975,9.35,20.5,18,-0.998629534754574,-0.052335956242944
2014-09-25,16.75,0.7,2.3,0,90.075,4.4375,10.7875,21.4,20.5,-0.999390827019096,-0.034899496702502
2014-09-26,10.375,0.7625,2.5,0,98.1,3.2,8.3,18.8,21.4,-0.999847695156391,-0.017452406437284
2014-09-27,9.875,0.575,2.2,0,94.7875,7.175,11.4125,18,18.8,-1,-1.83697019872103E-16
2014-10-07,28.5,0.6125,2.3,0,90.6375,4.6125,11.875,42.1,NA,-0.984807753012208,0.17364817766693
2014-10-08,9.75,1.075,4.2,0.1,89.9125,7.1875,13.175,22.1,42.1,-0.981627183447664,0.190808995376544
2014-10-09,34.125,3.5375,8.5,0,81.45,8.7875,17.0625,16.6,22.1,-0.978147600733806,0.207911690817759
2014-10-10,27.625,1.85,8.6,0,79.5,9,16.075,19.4,16.6,-0.974370064785235,0.224951054343865
2014-10-11,25,0.4,2.1,0,95.975,8.85,12.9375,21.8,19.4,-0.970295726275997,0.241921895599667
2014-10-12,27.375,0.9125,6.1,0,88.45,8.475,14.725,23.2,21.8,-0.965925826289068,0.258819045102521
2014-10-13,24.875,3.025,9.3,0,82.15,8.7,17.45,25.9,23.2,-0.961261695938319,0.275637355816999
2014-10-14,9.625,1.7,6.8,1.3,87.325,7.6875,16,17.5,25.9,-0.956304755963035,0.292371704722737
2014-10-15,6.125,0.95,5.4,6.7,94.3,8.025,13.9625,20.2,17.5,-0.951056516295154,0.309016994374947
2014-10-16,16.375,0.8125,2.8,0,97.6,7.6875,15.0625,21.2,20.2,-0.945518575599317,0.325568154457156
2014-10-17,1.5,0.9,4.7,2.5,88.775,8.4125,16.9,16.8,21.2,-0.939692620785909,0.342020143325668
2014-10-18,18.25,1.225,4.5,0,84.5,7.5375,14.325,12.8,16.8,-0.933580426497202,0.3583679495453
2014-10-19,7,0.4625,1.8,0,97.125,7.4125,10.2375,16,12.8,-0.927183854566787,0.374606593415912
2014-10-20,15.875,0.7625,2.4,0,95.75,12.1125,10.7,21.7,16,-0.92050485345244,0.390731128489273
2014-10-21,10.6,0.825,2.8,37.7,93.4875,8.0875,13.0125,24.9,21.7,-0.913545457642601,0.406736643075801
2014-10-23,1.625,0.7875,3.3,1.4,84.525,-2.1125,5.8,14.3,NA,-0.898794046299167,0.438371146789077
2014-10-24,7.25,1.2125,4,0,87.2,2.425,9.25,14.9,14.3,-0.891006524188368,0.453990499739547
2014-10-25,5.5,1.3875,4.1,0,81.625,-0.275,8.1625,20.2,14.9,-0.882947592858927,0.46947156278589
2014-10-26,6.5,1.45,4,0,93.9625,-0.5125,4.9125,21.6,20.2,-0.874619707139396,0.484809620246337
2014-10-27,2.875,0.625,1.8,0,84.5375,-2.4125,6.1375,27.1,21.6,-0.866025403784439,0.5
2014-10-28,5.375,0.6875,2,0,89.5375,-0.5125,4.375,35.2,27.1,-0.857167300702112,0.515038074910054
2014-10-29,2.375,0.6125,2,0,95.55,-0.0625,0.625,50.5,35.2,-0.848048096156426,0.529919264233205
2014-10-30,5.625,0.425,1.4,0,93.375,2.25,3.55,61.1,50.5,-0.838670567945424,0.544639035015027
2014-10-31,4.75,0.4625,1.7,0,96.9125,2.65,2.225,52.4,61.1,-0.829037572555042,0.559192903470746
2014-11-01,5,0.4875,1.6,0,89.8625,6.5375,6.4625,39.1,52.4,-0.819152044288992,0.573576436351046
2014-11-02,3.125,0.5625,1.8,0,98.7375,6.425,4.9125,45.6,39.1,-0.809016994374948,0.587785252292473
2014-11-03,3.625,0.675,2,0,99.025,3.5875,4.7625,32.8,45.6,-0.798635510047293,0.601815023152048
2014-11-04,5.5,2.5625,8.7,0,76.225,3.1625,13.175,20.5,32.8,-0.788010753606722,0.615661475325659
2014-11-05,2.5,0.6125,2.4,7,88.85,4.6875,10.825,28.4,20.5,-0.777145961456971,0.629320391049838
2014-11-06,1.125,0.9,6.8,10.4,97.3375,5.8625,13.075,14.8,28.4,-0.766044443118978,0.642787609686539
2014-11-07,1.25,1.2875,6.5,14.4,97.45,6,12.575,11.5,14.8,-0.754709580222772,0.656059028990507
2014-11-08,1.625,0.2625,1.7,1.7,99.1,6.1,13.275,12.8,11.5,-0.743144825477395,0.669130606358858
2014-11-09,2.125,0.4,1.8,0,94.6375,3.9625,9.8,15.3,12.8,-0.731353701619171,0.681998360062498
2014-11-10,2,0.6875,1.9,0,97.5375,4.725,9.475,29.7,15.3,-0.719339800338652,0.694658370458997
2014-11-11,2.25,0.6625,2.9,2.4,99.325,5.55,10.6875,33.7,29.7,-0.707106781186548,0.707106781186547
2014-11-12,2.25,0.7375,2.4,15.1,97.95,4.6125,12.25,23.2,33.7,-0.694658370458998,0.719339800338651
2014-11-13,1.25,1.025,2.8,5.5,96.15,3.65,11.725,22.2,23.2,-0.681998360062498,0.731353701619171
2014-11-14,1.375,0.6,2,0,94.8375,4.15,10.2,34.9,22.2,-0.669130606358858,0.743144825477394
2014-11-15,1.125,0.5,2,0.3,90.6875,2.725,10.0875,26.6,34.9,-0.656059028990507,0.754709580222772
2014-11-16,3.25,1.225,5.6,6.3,94.35,3.35,10.5875,19,26.6,-0.64278760968654,0.766044443118978
2014-11-17,1.25,0.525,2,8.1,95.3875,0.675,8.3625,18.5,19,-0.629320391049838,0.777145961456971
2014-11-18,1,1.1125,4.3,5.5,95.95,0,8.8375,12.4,18.5,-0.615661475325659,0.788010753606722
2014-11-19,2.125,1.45,3.9,0,95.075,-1.8375,5.6,23.5,12.4,-0.601815023152048,0.798635510047293
2014-11-20,1.25,1.125,2.7,0,99.1875,-1.55,4.425,23.3,23.5,-0.587785252292473,0.809016994374947
2014-11-21,1,0.925,2.6,0,98.1,-0.9875,3.6125,23.6,23.3,-0.573576436351046,0.819152044288992
2014-11-22,1.5,0.6625,1.8,0,97.9,4.0125,4.325,35.6,23.6,-0.559192903470747,0.829037572555041
2014-11-23,0.5,0.775,2.7,0,98.3,5.7375,3.3375,36.1,35.6,-0.544639035015027,0.838670567945424
2014-11-24,0.375,1.1875,3.1,0,92.6375,6.4125,2.6375,19.6,36.1,-0.529919264233206,0.848048096156425
2014-11-25,0.375,0.9375,3.3,0,90.1375,7.0125,3.425,44.9,19.6,-0.515038074910054,0.857167300702112
2014-11-26,1,0.8375,2.9,0,87.2125,-2.2875,4,40.1,44.9,-0.5,0.866025403784438
2014-11-27,0.375,0.6125,2.4,0.5,82.5375,1.0125,3.025,39.7,40.1,-0.484809620246337,0.874619707139396
2014-11-28,0.375,0.575,2.2,0.1,94.2125,2.6625,3.5625,45.6,39.7,-0.469471562785891,0.882947592858927
2014-11-29,0.625,0.875,2.8,2.7,95.2125,3.8625,5.35,35,45.6,-0.453990499739547,0.891006524188368
2014-11-30,0.625,0.875,2.5,1.2,92.2875,4.475,5.3,21.3,35,-0.438371146789077,0.898794046299167
2014-12-01,0,0.95,2.9,6,95.375,5.125,4.875,12.3,21.3,-0.4226182617407,0.90630778703665
2014-12-02,0.375,1.3125,3.2,0,94.4125,1.9625,2.7375,14.4,12.3,-0.4067366430758,0.913545457642601
2014-12-03,0.125,0.825,3,0.1,91.225,-0.0625,2.4375,14.6,14.4,-0.390731128489275,0.92050485345244
2014-12-04,0.75,1.1625,3.3,0,92.7375,0.3625,3.15,20,14.6,-0.374606593415912,0.927183854566787
2014-12-05,0.125,0.7,1.8,0,93.8,1,4.1625,25,20,-0.358367949545301,0.933580426497202
2014-12-06,0.125,0.55,1.9,3.5,95.75,1.0875,4.825,16.2,25,-0.342020143325669,0.939692620785908
2014-12-07,0.5,0.45,1.5,1,95.8125,-2.25,4.2625,10.8,16.2,-0.325568154457158,0.945518575599317
2014-12-08,1.125,0.9875,3.2,0,91.525,-2.9375,5.0375,11.9,10.8,-0.309016994374948,0.951056516295154
2014-12-09,0.75,1.0625,4.9,0,80.65,-5.525,3.95,18.8,11.9,-0.292371704722736,0.956304755963036
2014-12-10,1.125,0.675,1.8,0,92.7125,-5.125,-2.075,43.7,18.8,-0.275637355817,0.961261695938319
2014-12-11,1.375,0.4625,1.6,0,89.625,-2.2875,-0.8625,70.1,43.7,-0.258819045102521,0.965925826289068
2014-12-12,1.25,0.5875,2.3,0,93.9375,-1.9375,-2.8375,90.1,70.1,-0.241921895599668,0.970295726275996
2014-12-13,0.5,1.1625,3.1,0,76.5,-2.5625,2.075,27.3,90.1,-0.224951054343865,0.974370064785235
2014-12-14,0.125,2.0875,6,0,81.975,0.675,10.3125,11.7,27.3,-0.20791169081776,0.978147600733806
2014-12-15,0.25,1.1625,3.4,0,80,0.8625,9.9,25.7,11.7,-0.190808995376545,0.981627183447664
2014-12-16,0.375,0.5375,1.9,0.7,88.65,0.375,6.675,47.6,25.7,-0.173648177666931,0.984807753012208
2014-12-17,0.5,0.85,3.4,3.2,96.425,-0.9,6.7,24.1,47.6,-0.156434465040231,0.987688340595138
2014-12-18,0.125,0.675,3.1,0,97.7875,-1.2875,3.9375,27.1,24.1,-0.139173100960066,0.99026806874157
2014-12-19,0.375,0.8125,3.1,0.1,96.6875,4.95,3.6,27.7,27.1,-0.121869343405148,0.992546151641322
2014-12-20,0.5,1.4625,7.4,0,78.85,3.4125,8.225,25,27.7,-0.104528463267653,0.994521895368273
2014-12-21,0.5,1.175,5.5,0,92.2375,-2.65,2.95,33,25,-0.087155742747658,0.996194698091746
2014-12-22,0.2375,0.7125,2.3,0,89.9375,-0.9875,-0.7125,27.3,33,-0.069756473744125,0.997564050259824
2014-12-23,0.25,1.775,7.1,0,75.4625,7.575,5.25,16.4,27.3,-0.052335956242944,0.998629534754574
2014-12-24,0.5,2.5125,8.2,0,73.6625,8.275,6.45,15.4,16.4,-0.034899496702501,0.999390827019096
2014-12-25,1.125,1.3875,3.5,2.8,77.9375,-1.7,3.9,26.5,15.4,-0.017452406437284,0.999847695156391
2014-12-26,0.25,1.7,5.7,0.1,91.1625,-6.1625,2.4375,14.2,26.5,-2.44929359829471E-16,1
2014-12-27,0.625,0.5625,2.2,1.8,93.1,-9.5125,-3.55,32.3,14.2,0.017452406437283,0.999847695156391
2014-12-28,0,1.275,3.4,4.5,96.675,-8.025,-0.925,10.2,32.3,0.0348994967025,0.999390827019096
2014-12-30,0.375,0.7625,2.7,0,86.4875,-14.75,-9.675,51.4,NA,0.069756473744125,0.997564050259824
2014-12-31,0.3,1.55,8.8,0,73.25,-11.45,-6.4375,32.8,51.4,0.087155742747659,0.996194698091745
2015-01-01,0.5,0.975,2.4,0,73.1125,-5.05,-8.7375,86.8,32.8,0.017452406437284,0.999847695156391
2015-01-02,0.5,0.7625,2,0,75.825,0.5,-4.725,89.2,86.8,0.034899496702501,0.999390827019096
2015-01-03,0.25,0.7375,2.5,0,92.05,1.5,-3.025,103.8,89.2,0.052335956242944,0.998629534754574
2015-01-04,0.5,1.475,6.6,0.1,92.8,-2.65,1.075,19.6,103.8,0.069756473744125,0.997564050259824
2015-01-05,0.25,1.6375,6.6,0,48.65,-7.9625,1.6875,19.3,19.6,0.087155742747658,0.996194698091746
2015-01-06,0.25,0.9625,3.7,0,76.85,-3.875,-2.6625,49.1,19.3,0.104528463267653,0.994521895368273
2015-01-07,0.125,0.525,1.6,0,88.9125,-5.2,-2.0375,63.8,49.1,0.121869343405147,0.992546151641322
2015-01-08,0.25,0.675,1.7,0.1,94.025,-5.075,-3.575,73.4,63.8,0.139173100960065,0.99026806874157
2015-01-09,0.25,0.9125,2.7,0,79.65,-1.65,1.7625,38.1,73.4,0.156434465040231,0.987688340595138
2015-01-10,0.625,3.35,10.9,0,74.925,3.75,6.5875,18.5,38.1,0.17364817766693,0.984807753012208
2015-01-11,0,1.3,6.2,0,81.3875,2.15,5.8,19.6,18.5,0.190808995376545,0.981627183447664
2015-01-12,1.125,1.3625,6,0,91.175,-6.4625,0.4,28.5,19.6,0.207911690817759,0.978147600733806
2015-01-13,1.125,0.7625,2.2,0,93.0125,-0.6375,-1.375,29.8,28.5,0.224951054343865,0.974370064785235
2015-01-14,0.25,2.2,7.5,0,67.15,-2.9125,7.625,18,29.8,0.241921895599668,0.970295726275996
2015-01-15,0.5,0.6875,2.1,0,98.0375,-3.8875,0.9375,37.9,18,0.258819045102521,0.965925826289068
2015-01-16,0.5,2.7,8.3,0.1,73.6125,-0.8,9.225,16.4,37.9,0.275637355816999,0.961261695938319
2015-01-17,0,2.3,8.8,0,76.85,0.225,10.175,13.6,16.4,0.292371704722737,0.956304755963035
2015-01-18,0.375,1.4375,4.3,0,79.25,-2.525,6.35,16.2,13.6,0.309016994374947,0.951056516295154
2015-01-19,0.375,1.2125,2.9,0,83.95,-5.5875,4.5625,25,16.2,0.325568154457157,0.945518575599317
2015-01-20,0.375,0.625,2.6,0,93.7625,-4.6875,0.6125,50.8,25,0.342020143325669,0.939692620785908
2015-01-21,0.375,0.6375,2,0.7,91.15,-2.6,1.9375,38.5,50.8,0.3583679495453,0.933580426497202
2015-01-22,0.375,1.2875,3.5,4.2,95.3125,-1.775,3.3,18.7,38.5,0.374606593415912,0.927183854566787
2015-01-23,0.375,1.3125,4.4,0.1,89.8,-1.65,4.425,16,18.7,0.390731128489274,0.92050485345244
2015-01-24,0.375,0.9375,2.9,0,77.325,-4.15,4.5875,8.6,16,0.4067366430758,0.913545457642601
2015-01-25,1.5,1.1375,3.7,0,86.475,-7.05,1.65,11.2,8.6,0.422618261740699,0.90630778703665
2015-01-26,0.9625,0.4875,1.5,0,93.6,-9.475,-1.3375,27.1,11.2,0.438371146789077,0.898794046299167
2015-01-27,0.875,0.75,2.3,0,88.9625,-8.5625,-2.05,52.6,27.1,0.453990499739547,0.891006524188368
2015-01-28,0.625,0.5875,2,0,95.6375,-8.825,-4.1375,45.5,52.6,0.469471562785891,0.882947592858927
2015-01-29,0.5,0.95,3.3,1.1,85.8125,-8.175,-2.6,44.2,45.5,0.484809620246337,0.874619707139396
2015-01-30,0.025,0.5,2,17.9,97.775,-4.0375,0.125,15.2,44.2,0.5,0.866025403784439
2015-01-31,1,0.7625,2.4,0,95.4125,-10.1375,-1.775,27,15.2,0.515038074910054,0.857167300702112
2015-02-03,0.875,0.9,3.3,0,98.925,-9.075,-2.6875,46.4,NA,0.559192903470747,0.829037572555042
2015-02-04,1.375,0.45,1.8,0.6,95.375,-6.775,-0.75,37.4,46.4,0.573576436351046,0.819152044288992
2015-02-05,1.125,2.6125,6.6,0.3,83.7125,-7.4625,-0.4375,14.8,37.4,0.587785252292473,0.809016994374947
2015-02-06,1.625,4.6125,12.2,0,72.8,-6.25,0.675,18.3,14.8,0.601815023152048,0.798635510047293
2015-02-07,1.625,1.95,5.5,0,76.6,-8.8375,-1.4,35,18.3,0.615661475325658,0.788010753606722
2015-02-08,1.625,0.8125,3.1,0,90.4,-4.0375,-7.6875,45.4,35,0.629320391049837,0.777145961456971
2015-02-09,2.75,1.75,4.2,0,66.6875,-12.4125,-3.4875,19.4,45.4,0.642787609686539,0.766044443118978
2015-02-10,2.375,0.55,1.8,0,91.4625,-2.2875,-3.4,53,19.4,0.656059028990507,0.754709580222772
2015-02-11,3.375,0.6625,2.6,0,89.625,0.825,0.575,42.6,53,0.669130606358858,0.743144825477394
2015-02-12,0.5,1.1125,3.3,0,81.2375,-2.1,2.075,21.2,42.6,0.681998360062498,0.731353701619171
2015-02-13,2.125,0.6125,3,0,67.55,-2.225,1.875,28.7,21.2,0.694658370458997,0.719339800338651
2015-02-14,0.875,0.5,1.7,0,76.9125,-5.0125,1.6375,68.5,28.7,0.707106781186547,0.707106781186548
2015-02-15,2.125,0.55,2,0,98.2625,-3.1875,1.7375,52.9,68.5,0.719339800338651,0.694658370458997
2015-02-16,2.625,0.5125,2.3,0,97.1,-4.7,0.175,60,52.9,0.73135370161917,0.681998360062498
2015-02-17,2.375,0.5,1.7,0,95.7625,-6.2875,-1.6625,61.6,60,0.743144825477394,0.669130606358858
2015-02-18,2.75,2.4125,7.2,0,59.3625,-5.025,1.5375,29,61.6,0.754709580222772,0.656059028990507
2015-02-19,3.325,0.5375,2.1,0,89.3,-2.0125,-3.35,56.4,29,0.766044443118978,0.642787609686539
2015-02-20,3.25,0.45,1.5,0,89.0375,0.9375,-2.45,56.5,56.4,0.777145961456971,0.629320391049838
2015-02-21,3.75,2.2375,6.5,0,71.8375,-5.9875,3.025,26.5,56.5,0.788010753606722,0.615661475325658
2015-02-22,1,0.825,3.1,2.4,92.0375,-3.225,3.05,20.4,26.5,0.798635510047293,0.601815023152048
2015-02-23,2.875,0.6875,3,1.2,94.7625,-2.2125,2.825,18.9,20.4,0.809016994374947,0.587785252292473
2015-02-24,1.125,0.5875,2.3,7.2,95.95,-0.7625,4.35,19.6,18.9,0.819152044288992,0.573576436351046
2015-02-25,3.25,0.9,2.8,0.2,91.5625,-3.8875,4.125,14.6,19.6,0.829037572555042,0.559192903470747
2015-02-26,9.5,0.6,2,0,92.2875,-4.4125,3.2625,25.8,14.6,0.838670567945424,0.544639035015027
2015-02-27,8.375,0.575,2,0,85.4375,-4.725,2.0375,25.7,25.8,0.848048096156426,0.529919264233205
2015-02-28,4.125,0.9625,2.9,0,84.3875,-3.0375,2.6625,36.5,25.7,0.857167300702112,0.515038074910054
2015-03-01,11,0.575,1.7,0,92.0125,-4.9375,1.3375,31.2,36.5,0.866025403784439,0.5
2015-03-02,2.75,1.4,5,0,75.0625,-2.1125,7.4625,15.1,31.2,0.874619707139396,0.484809620246337
2015-03-03,8.75,0.95,3.8,0,98.175,-5.3875,3.725,18.4,15.1,0.882947592858927,0.469471562785891
2015-03-04,7.5,0.525,2.4,0,85.8625,-3.1,0.975,22.8,18.4,0.891006524188368,0.453990499739547
2015-03-05,7.625,4.5625,11.7,0,55.325,-7.225,4.55,6.1,22.8,0.898794046299167,0.438371146789077
2015-03-06,21.375,4.5375,14.9,0,38.5125,-8.4,3.6125,11.5,6.1,0.90630778703665,0.422618261740699
2015-03-07,21.625,1.025,3,0,65.0375,-6.525,0.325,17.6,11.5,0.913545457642601,0.4067366430758
2015-03-08,23.375,1.125,4.5,0,63.9625,-3.675,0.9875,20.8,17.6,0.92050485345244,0.390731128489274
2015-03-09,22.625,1.4,4.3,0,65.2875,-4.725,1,27.5,20.8,0.927183854566787,0.374606593415912
2015-03-10,23.125,0.575,2.1,0,84.7375,-1.1875,-0.375,49.6,27.5,0.933580426497202,0.3583679495453
2015-03-11,8.75,0.5875,2.3,0,76.7875,-0.175,1.1,49.1,49.6,0.939692620785908,0.342020143325669
2015-03-12,11,0.7875,4.3,0,78.0375,-5.975,2.5875,20.3,49.1,0.945518575599317,0.325568154457157
2015-03-13,27.625,0.5875,2.4,0,66.8375,-5.8375,0.8625,27.4,20.3,0.951056516295154,0.309016994374947
2015-03-14,22.5,0.3625,1.5,0,82.075,-5.35,0.35,36.3,27.4,0.956304755963035,0.292371704722737
2015-03-15,3.625,0.775,2.4,0,76.1125,-5.55,3.2,48,36.3,0.961261695938319,0.275637355816999
2015-03-16,13.25,0.6875,2.2,0,81.9375,-3.825,3.35,60.9,48,0.965925826289068,0.258819045102521
2015-03-17,17.75,0.8,3.1,0,89.65,-1.5375,4.6875,37.9,60.9,0.970295726275996,0.241921895599668
2015-03-18,33.5,0.425,1.4,0,90.3875,-3.45,1.4,62.7,37.9,0.974370064785235,0.224951054343865
2015-03-19,28.25,0.8125,3.4,0,77.675,-2.475,2.825,52.8,62.7,0.978147600733806,0.207911690817759
2015-03-20,30.25,0.675,2.7,0,75.2625,-2.5625,2.2625,47.6,52.8,0.981627183447664,0.190808995376545
2015-03-21,34.625,0.6,2.1,0,85.85,-1.4375,2.1,37.2,47.6,0.984807753012208,0.17364817766693
2015-03-22,6.5,0.9,3.5,3.1,77.9875,-2.675,6.0875,29.6,37.2,0.987688340595138,0.156434465040231
2015-03-23,7.375,1.3625,5.8,0,59.6625,-2.0625,7.2,35.8,29.6,0.99026806874157,0.139173100960066
2015-03-24,26.125,0.425,1.8,0,84.65,-2,2.9375,48.3,35.8,0.992546151641322,0.121869343405147
2015-03-25,20.5,0.575,2.9,0.6,82.05,-0.275,5.4125,33.8,48.3,0.994521895368273,0.104528463267653
2015-03-26,5.375,1.6375,5,22.4,96.775,1.25,7.325,13.1,33.8,0.996194698091746,0.087155742747658
2015-03-27,0.75,1.4125,9.1,20.2,96.5,1.35,9.1625,9.8,13.1,0.997564050259824,0.069756473744126
2015-03-28,50.625,1.2125,3.9,0,75.7375,-3.825,6.2375,12.1,9.8,0.998629534754574,0.052335956242944
2015-03-29,41,0.7,2.4,0,73.65,-1.75,3.8125,17,12.1,0.999390827019096,0.034899496702501
2015-03-30,24.25,1.8,5.8,0,52.75,-0.6375,9.65,18.9,17,0.999847695156391,0.017452406437283
2015-03-31,9.75,1.425,5.3,0.1,69.2375,-1.5,8.65,14.1,18.9,1,6.12323399573677E-17
2015-04-01,21.125,0.9,4,0,87.8625,-1.125,7.375,9.3,14.1,0.999847695156391,-0.017452406437284
2015-04-02,60.6,0.825,6.2,0,60.8375,-5.7625,1.575,11.6,9.3,0.999390827019096,-0.034899496702501
2015-04-03,63.375,1.0625,3.7,0,66.625,-6.4875,2.9125,8.3,11.6,0.998629534754574,-0.052335956242944
2015-04-04,26.625,0.9875,5.3,0,62.5875,-4.45,4.525,11.3,8.3,0.997564050259824,-0.069756473744125
2015-04-05,30.75,3.525,9.4,0,70.95,-6.0875,4.4875,8.6,11.3,0.996194698091746,-0.087155742747658
2015-04-06,66.125,2.1875,8.8,0,49.8375,-7.9625,3.025,8,8.6,0.994521895368273,-0.104528463267653
2015-04-07,55.5,1.7375,9.8,0,54.3625,-8.4625,3.5,11.9,8,0.992546151641322,-0.121869343405147
2015-04-08,48.125,1.325,4.8,0,56.45,-2.85,2.6,17.7,11.9,0.99026806874157,-0.139173100960065
2015-04-09,34.125,0.55,2.6,0,82.9125,0.7,3.2,26.5,17.7,0.987688340595138,-0.156434465040231
2015-04-10,64.5,0.4625,2.2,0,84.675,4.775,4.8875,24.1,26.5,0.984807753012208,-0.17364817766693
2015-04-11,63.875,2.675,8,0,51.0375,3.7875,10.15,16.2,24.1,0.981627183447664,-0.190808995376545
2015-04-12,56.25,0.65,4.3,0,65.8875,3.6625,9.875,16.2,16.2,0.978147600733806,-0.207911690817759
2015-04-13,72,0.4375,1.9,0,76.5,4.975,8.325,17.2,16.2,0.974370064785235,-0.224951054343865
2015-04-14,17,1.55,4.8,0,63.4625,3.225,12.225,15.8,17.2,0.970295726275996,-0.241921895599668
2015-04-15,77,0.5625,2.9,0,74.7625,5.15,9.2,20.4,15.8,0.965925826289068,-0.258819045102521
2015-04-16,75.5,0.8125,4.3,0,68.0625,8.45,10.4375,19.6,20.4,0.961261695938319,-0.275637355816999
2015-04-17,18,2.9125,7.5,0,56.2875,3.7875,14.1125,13,19.6,0.956304755963036,-0.292371704722737
2015-04-18,3.5,2.1625,7.8,11.4,87.7625,2.05,10.3,8.2,13,0.951056516295154,-0.309016994374947
2015-04-19,29.375,0.925,2.6,0,99.4,-5.8375,2.0375,11.8,8.2,0.945518575599317,-0.325568154457156
2015-04-20,82.25,0.3625,2.1,0,87.1125,-0.875,2.9625,20.3,11.8,0.939692620785908,-0.342020143325669
2015-04-21,75.625,0.7625,3.9,0,78.325,2.125,6.8625,18.3,20.3,0.933580426497202,-0.3583679495453
2015-04-22,84.25,0.875,4.8,0,63.2125,4.4875,8.3125,16.5,18.3,0.927183854566787,-0.374606593415912
2015-04-23,87.625,0.475,3.3,0,64.975,4.4875,8.875,17.1,16.5,0.92050485345244,-0.390731128489274
2015-04-24,22.375,0.85,3.6,0,73.7375,2.075,11.8875,14.7,17.1,0.913545457642601,-0.4067366430758
2015-04-25,84.125,0.4375,2.5,0,90.7125,3.525,7.825,16.7,14.7,0.90630778703665,-0.422618261740699
2015-04-26,94,1.825,7.5,0,74.0875,3.3125,11.7625,15.6,16.7,0.898794046299167,-0.438371146789078
2015-04-27,97.25,2.2,7.4,0,73.6625,3.85,13.875,16.3,15.6,0.891006524188368,-0.453990499739547
2015-04-28,36.25,0.5625,3.1,0,83.8125,4.1,13.1875,12.7,16.3,0.882947592858927,-0.469471562785891
2015-04-29,78.625,0.9625,3.7,0,83.8625,-1.0375,9.15,8,12.7,0.874619707139396,-0.484809620246337
2015-04-30,91.375,0.4125,2.5,0,81.675,1.1875,7.575,17,8,0.866025403784439,-0.5
2015-05-01,45.875,0.875,6.8,0,86.7,1.875,8.5125,18.3,17,0.857167300702112,-0.515038074910054
2015-05-02,33.5,1.3125,5.2,0.1,88.1625,3.7625,12.5125,9,18.3,0.848048096156426,-0.529919264233205
2015-05-03,13.5,0.35,4.1,0.4,87.6,5.25,14.1625,13.4,9,0.838670567945424,-0.544639035015027
2015-05-04,74.5,2.6,7.3,0,82.275,6.475,15.1875,12.8,13.4,0.829037572555042,-0.559192903470747
2015-05-05,90.375,1.8125,6.6,0,71.85,7.85,16.45,14.5,12.8,0.819152044288992,-0.573576436351046
2015-05-06,84.25,0.6625,2.6,0,82.4625,9.825,15.0625,21.6,14.5,0.809016994374947,-0.587785252292473
2015-05-07,69.525,1.5,5,0.2,74.7857142857143,6.1875,15.2857142857143,8,21.6,0.798635510047293,-0.601815023152048
2015-05-08,108.75,0.5875,3.3,0,77.0375,5.4,12.6625,16.3,8,0.788010753606722,-0.615661475325658
2015-05-10,37.25,0.25,2.9,0,97.15,6.3125,13.725,9.2,NA,0.766044443118978,-0.642787609686539
2015-05-11,113.875,0.5,2.4,0,79.55,4.4875,12.2125,11.3,9.2,0.754709580222772,-0.656059028990507
2015-05-12,113.875,0.3375,2.2,0,73.3875,5.5625,11,15.3,11.3,0.743144825477394,-0.669130606358858
2015-05-13,84.5,0.9875,6.6,0,68.3125,14.125,14.675,18,15.3,0.731353701619171,-0.681998360062498
2015-05-14,56.625,1.4125,5.8,0,70.6375,7.425,16.475,19.3,18,0.719339800338651,-0.694658370458997
2015-05-16,33.125,0.3375,3.3,5.1,93.9875,52.4,13.4625,10.5,NA,0.694658370458997,-0.719339800338651
2015-05-17,66.75,0.45,3.3,0,91.475,52.4,14.4125,14.8,10.5,0.681998360062499,-0.73135370161917
2015-05-18,46.75,0.25,2.8,0,88.4625,52.4,14.375,15.8,14.8,0.669130606358858,-0.743144825477394
2015-05-20,117.875,0.5,3,0.3,82.3625,8.1,16.2875,19.9,NA,0.642787609686539,-0.766044443118978
2015-05-21,16.075,2.6375,8.2,6.4,93.0875,4.7,11.4625,4,19.9,0.629320391049838,-0.777145961456971
2015-05-22,24.875,0.25,2.8,2.1,93.8125,3.3,10.875,6.9,4,0.615661475325658,-0.788010753606722
2015-05-23,21.875,1.3125,8.7,1,91.3,4.5375,10.125,5.8,6.9,0.601815023152048,-0.798635510047293
2015-05-24,31.75,0.0375,1.8,0,96.1875,3.3625,10.1125,9.5,5.8,0.587785252292473,-0.809016994374947
2015-05-25,42.75,0.225,2.1,0,94.8,4.7625,12,10.2,9.5,0.573576436351046,-0.819152044288992
